Month,Day,Country,Page title,Page path and screen class,Total Sessions,Total Views per session,Total Average session duration,Total Bounce rate,Desktop Average session duration,Desktop Bounce rate,Mobile Average session duration,Mobile Bounce rate,Is_RD
5,11,United States,Active Lenders | Rural Development,/resources/lenders,633,3.507109005,234.1119359,0.249605055,296.5767634,0.266666667,209.3649973,0.243303571,True
6,14,United States,Active Lenders | Rural Development,/resources/lenders,624,3.455128205,243.3654061,0.235576923,277.3681803,0.24137931,223.3886291,0.238329238,True
9,10,United States,All Programs | Rural Development,/programs-services/all-programs,494,1.441295547,74.32166886,0.089068826,105.6575392,0.091743119,50.61133492,0.087121212,True
1,15,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,528,1.399621212,146.8714822,0.145833333,189.5118367,0.147058824,87.58464728,0.147465438,True
6,30,United States,Programs & Services | Rural Development,/programs-services,490,1.208163265,48.46425795,0.046938776,68.45243133,0.059782609,36.94572979,0.04,True
8,14,United States,Programs & Services | Rural Development,/programs-services,492,1.152439024,47.62417156,0.054878049,43.36378799,0.075862069,50.04364184,0.04719764,True
8,20,United States,Programs & Services | Rural Development,/programs-services,480,1.21875,64.78859405,0.05,60.55938511,0.065868263,67.13048695,0.042345277,True
8,21,United States,Programs & Services | Rural Development,/programs-services,500,1.174,54.66609844,0.066,92.31833588,0.092307692,30.9224858,0.05033557,True
6,15,United States,Active Lenders | Rural Development,/resources/lenders,613,3.694942904,283.4132387,0.225122349,285.848606,0.216589862,281.1037162,0.235751295,True
6,20,United States,All Programs | Rural Development,/programs-services/all-programs,488,1.473360656,66.92958971,0.06352459,69.40129477,0.067567568,64.62796234,0.061776062,True
7,18,United States,All Programs | Rural Development,/programs-services/all-programs,499,1.523046092,73.95140109,0.06012024,101.8130825,0.08411215,52.31296259,0.039711191,True
11,6,United States,All Programs | Rural Development,/programs-services/all-programs,504,1.474206349,85.66530434,0.119047619,113.4324162,0.114624506,57.89737562,0.125506073,True
6,5,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,525,1.137142857,107.9713391,0.131428571,103.0398837,0.139705882,116.158124,0.128099174,True
7,9,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,525,1.165714286,108.8562867,0.135238095,121.5304578,0.145907473,94.67714831,0.125,True
3,22,United States,State Offices | Rural Development,/about-rd/offices/state-offices,496,1.239919355,49.46200378,0.060483871,72.08196924,0.052631579,38.02163376,0.066666667,True
10,17,United States,State Offices | Rural Development,/about-rd/offices/state-offices,505,1.225742574,58.29040863,0.079207921,65.04720846,0.115079365,51.91672479,0.044534413,True
3,20,United States,Business Programs | Rural Development,/programs-services/business-programs,568,1.121478873,207.4125487,0.200704225,180.8272391,0.197132616,230.369576,0.207746479,True
7,14,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,517,1.131528046,105.3330143,0.137330754,101.5512849,0.155339806,111.2453632,0.107843137,True
2,1,United States,Programs & Services | Rural Development,/programs-services,488,1.213114754,33.4781122,0.051229508,41.49275592,0.07,31.35753208,0.05,True
4,6,United States,Programs & Services | Rural Development,/programs-services,479,1.192066806,35.86809148,0.039665971,36.05156337,0.106382979,35.68985009,0.021108179,True
8,9,United States,State Offices | Rural Development,/about-rd/offices/state-offices,480,1.229166667,71.28694429,0.039583333,69.2146132,0.034965035,73.74552368,0.044025157,True
9,28,United States,Active Lenders | Rural Development,/resources/lenders,612,3.41503268,326.0078429,0.230392157,422.811039,0.264864865,284.145263,0.221686747,True
4,18,United States,Browse by State | Rural Development,/browse-state,487,1.215605749,36.35974934,0.024640657,37.8168296,0.023148148,30.7060995,0.027027027,True
6,16,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,517,1.185686654,103.6150422,0.145067698,110.2693035,0.147482014,96.98603937,0.146551724,True
6,4,United States,Programs & Services | Rural Development,/programs-services,491,1.175152749,43.19236413,0.059063136,43.05476716,0.090425532,43.24030214,0.044368601,True
10,9,United States,USDA LINC Training & Resource Library | Rural Development,/resources/usda-linc-training-resource-library,641,1.042121685,144.3835949,0.360374415,145.5682604,0.370656371,141.3743976,0.32231405,True
5,21,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,522,1.170498084,104.9865614,0.137931034,114.4155962,0.144295302,90.38021337,0.136150235,True
6,18,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,541,1.134935305,108.8451313,0.173752311,129.1133146,0.190909091,76.62382206,0.150485437,True
11,7,United States,Active Lenders | Rural Development,/resources/lenders,598,3.339464883,240.7481138,0.237458194,261.2237558,0.220264317,228.8255275,0.254098361,True
5,30,United States,All Programs | Rural Development,/programs-services/all-programs,487,1.36550308,82.89215105,0.065708419,89.60080961,0.076233184,79.01345206,0.050583658,True
10,2,United States,All Programs | Rural Development,/programs-services/all-programs,501,1.489021956,77.71557978,0.105788423,86.66181473,0.120930233,72.30665124,0.096774194,True
7,10,United States,Programs & Services | Rural Development,/programs-services,483,1.149068323,39.58171355,0.047619048,40.87175984,0.070652174,36.74520061,0.034482759,True
9,11,United States,All Programs | Rural Development,/programs-services/all-programs,488,1.43647541,68.88240495,0.075819672,86.95913523,0.076923077,53.26095926,0.07755102,True
10,30,United States,All Programs | Rural Development,/programs-services/all-programs,493,1.584178499,89.2436569,0.107505071,105.994649,0.107758621,74.8089516,0.108108108,True
12,11,United States,Browse by State | Rural Development,/browse-state,489,1.265848671,32.17730736,0.057259714,23.73188377,0.072202166,44.18137326,0.03902439,True
3,12,United States,Business Programs | Rural Development,/programs-services/business-programs,555,1.162162162,126.8187087,0.181981982,165.3668181,0.119453925,83.17565922,0.256809339,True
4,3,United States,Business Programs | Rural Development,/programs-services/business-programs,556,1.174460432,122.4018238,0.197841727,128.9433855,0.163498099,117.6027944,0.226480836,True
4,28,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,512,1.2109375,114.1912697,0.16015625,126.0288353,0.12406015,101.5253089,0.2,True
3,2,United States,Programs & Services | Rural Development,/programs-services,483,1.219461698,29.89133963,0.055900621,36.80460663,0.080357143,26.93214627,0.051428571,True
12,31,United States,State Offices | Rural Development,/about-rd/offices/state-offices,508,1.190944882,51.23477525,0.094488189,71.62477871,0.100840336,32.85561869,0.090909091,True
5,10,United States,Active Lenders | Rural Development,/resources/lenders,603,3.492537313,212.9226219,0.250414594,243.8140587,0.231182796,198.0009742,0.263414634,True
5,17,United States,Active Lenders | Rural Development,/resources/lenders,600,3.635,277.595845,0.245,330.3471482,0.22705314,242.9169568,0.257069409,True
10,3,United States,Active Lenders | Rural Development,/resources/lenders,595,3.240336134,231.6751605,0.240336134,245.4365083,0.253275109,224.3639405,0.232686981,True
10,17,United States,Active Lenders | Rural Development,/resources/lenders,573,3.502617801,546.4869052,0.204188482,1126.067897,0.166666667,194.9805569,0.221264368,True
10,23,United States,Active Lenders | Rural Development,/resources/lenders,578,3.21799308,209.9548165,0.183391003,237.5370354,0.178423237,186.7136468,0.190909091,True
8,1,United States,Browse by State | Rural Development,/browse-state,478,1.225941423,49.07367239,0.060669456,36.57731966,0.097165992,64.95992588,0.01843318,True
6,4,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,518,1.152509653,102.966378,0.16023166,99.57241171,0.139455782,107.3305136,0.196347032,True
8,18,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,518,1.144787645,122.0005036,0.140926641,140.336721,0.142857143,100.8554377,0.139013453,True
3,29,United States,State Offices | Rural Development,/about-rd/offices/state-offices,486,1.242798354,60.21572579,0.063786008,79.78805997,0.092485549,50.35724387,0.049668874,True
1,4,United States,All Programs | Rural Development,/programs-services/all-programs,477,1.538784067,68.78482177,0.060796646,79.21513128,0.069444444,57.83429764,0.060790274,True
11,25,United States,All Programs | Rural Development,/programs-services/all-programs,492,1.485772358,58.186697,0.06504065,70.00486375,0.092511013,48.56223259,0.041984733,True
1,2,United States,Browse by State | Rural Development,/browse-state,476,1.193277311,35.88057602,0.039915966,29.71502321,0.053398058,37.62659967,0.026717557,True
3,17,United States,Business Programs | Rural Development,/programs-services/business-programs,548,1.116788321,113.9034788,0.177007299,121.9599818,0.16254417,106.1178753,0.195402299,True
3,16,United States,Programs & Services | Rural Development,/programs-services,484,1.190082645,37.90893658,0.05785124,49.76809836,0.098901099,35.72307385,0.050131926,True
1,21,United States,Services | Rural Development,/programs-services/services,474,1.122362869,62.77653869,0.029535865,85.48660937,0.031746032,48.43395105,0.032258065,True
4,5,United States,State Offices | Rural Development,/about-rd/offices/state-offices,498,1.190763052,53.56554653,0.074297189,42.65465443,0.065868263,61.36992845,0.076190476,True
7,27,United States,State Offices | Rural Development,/about-rd/offices/state-offices,485,1.26185567,49.66794711,0.037113402,55.77572747,0.079754601,47.16041034,0.016025641,True
10,21,United States,USDA LINC Training & Resource Library | Rural Development,/resources/usda-linc-training-resource-library,597,1.087102178,140.8134153,0.335008375,147.1303808,0.367768595,115.7148306,0.212962963,True
3,26,United States,Value-Added Producer Grants | Rural Development,/programs-services/business-programs/value-added-producer-grants,593,1.089376054,164.8640912,0.322091062,187.7629919,0.324582339,110.9446831,0.313953488,True
8,15,United States,All Programs | Rural Development,/programs-services/all-programs,498,1.423694779,118.3662857,0.072289157,101.1484307,0.08490566,135.2112007,0.065217391,True
9,19,United States,Browse by State | Rural Development,/browse-state,477,1.13836478,39.31438465,0.169811321,25.37914573,0.261029412,58.24231513,0.050251256,True
11,26,United States,Handbooks | Rural Development,/resources/directives/handbooks,612,1.16503268,214.1079156,0.361111111,208.8924476,0.365482234,382.2841261,0.263157895,True
5,1,United States,Programs & Services | Rural Development,/programs-services,480,1.177083333,38.68060748,0.041666667,44.55562783,0.070063694,35.9157466,0.028481013,True
6,19,United States,USDA LINC Training & Resource Library | Rural Development,/resources/usda-linc-training-resource-library,612,1.058823529,123.365244,0.387254902,141.6120881,0.43006263,57.77046,0.244274809,True
5,25,United States,Active Lenders | Rural Development,/resources/lenders,611,3.564648118,367.2666543,0.232405892,621.7777994,0.189189189,220.3267106,0.261658031,True
5,29,United States,Programs & Services | Rural Development,/programs-services,484,1.150826446,63.29929749,0.047520661,83.71492527,0.065217391,46.40572216,0.037288136,True
9,2,United States,Programs & Services | Rural Development,/programs-services,473,1.154334038,57.21748466,0.038054968,76.17971953,0.052941176,47.48718893,0.027027027,True
4,1,United States,Rural Energy for America Program Renewable Energy Systems & Energy Efficiency Improvement Guaranteed Loans & Grants | Rural Development,/programs-services/energy-programs/rural-energy-america-program-renewable-energy-systems-energy-efficiency-improvement-guaranteed-loans,562,1.012455516,182.9400108,0.366548043,116.5735736,0.362068966,357.7904803,0.380645161,True
6,7,United States,Active Lenders | Rural Development,/resources/lenders,592,3.711148649,231.8389245,0.226351351,298.1137241,0.275510204,201.2126331,0.197943445,True
10,29,United States,Active Lenders | Rural Development,/resources/lenders,595,3.307563025,295.3008968,0.231932773,284.4970692,0.210526316,307.5377152,0.251552795,True
12,8,United States,Browse by State | Rural Development,/browse-state,483,1.242236025,40.00523606,0.033126294,41.64412014,0.043918919,37.38177426,0.017142857,True
1,31,United States,Business Programs | Rural Development,/programs-services/business-programs,581,1.111876076,113.8774577,0.225473322,129.5459845,0.15625,99.62988349,0.292682927,True
3,23,United States,Programs & Services | Rural Development,/programs-services,472,1.230932203,43.95686637,0.036016949,68.36701168,0.04040404,38.34780218,0.036414566,True
10,12,United States,Active Lenders | Rural Development,/resources/lenders,595,3.527731092,249.2897956,0.225210084,310.9101076,0.234636872,219.629108,0.224137931,True
8,1,United States,All Programs | Rural Development,/programs-services/all-programs,489,1.45603272,69.23037562,0.081799591,78.01299545,0.106280193,50.12609253,0.058823529,True
10,7,United States,All Programs | Rural Development,/programs-services/all-programs,481,1.455301455,91.92670477,0.076923077,101.0374221,0.097457627,80.7121943,0.058577406,True
10,29,United States,Browse by State | Rural Development,/browse-state,481,1.185031185,51.0333041,0.058212058,43.85887054,0.048387097,58.62534931,0.07079646,True
6,26,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,517,1.152804642,115.328101,0.154738878,129.4212474,0.131386861,100.6688705,0.186147186,True
1,14,United States,Programs & Services | Rural Development,/programs-services,475,1.168421053,48.60190561,0.063157895,85.72587784,0.076923077,28.20259633,0.056478405,True
2,14,United States,Rural Energy for America Program Renewable Energy Systems & Energy Efficiency Improvement Guaranteed Loans & Grants | Rural Development,/programs-services/energy-programs/rural-energy-america-program-renewable-energy-systems-energy-efficiency-improvement-guaranteed-loans,552,1.052536232,111.6361545,0.385869565,130.0055198,0.332409972,80.2140375,0.475138122,True
2,11,United States,Value-Added Producer Grants | Rural Development,/programs-services/business-programs/value-added-producer-grants,564,1.19858156,183.2908014,0.258865248,181.2716257,0.253658537,190.5415426,0.28,True
11,12,United States,All Programs | Rural Development,/programs-services/all-programs,485,1.393814433,98.73949084,0.109278351,123.28185,0.094420601,78.89225157,0.129707113,True
12,16,United States,Browse by State | Rural Development,/browse-state,474,1.183544304,34.45807637,0.094936709,33.58614908,0.106761566,36.70284056,0.080213904,True
4,22,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,533,1.110694184,142.8919361,0.193245779,114.5126296,0.168918919,176.6695322,0.223684211,True
1,8,United States,Programs & Services | Rural Development,/programs-services,473,1.188160677,37.0620504,0.050739958,44.59968712,0.068421053,32.34309649,0.036764706,True
3,30,United States,Programs & Services | Rural Development,/programs-services,472,1.197033898,43.06932882,0.038135593,71.88530376,0.021505376,36.13872932,0.045945946,True
6,3,United States,Programs & Services | Rural Development,/programs-services,476,1.140756303,38.49410218,0.048319328,40.83064421,0.053254438,37.27932776,0.047297297,True
12,25,United States,Rural Development,/,514,1.184824903,76.73917289,0.342412451,97.3474854,0.418918919,65.00115107,0.31092437,True
9,5,United States,All Programs | Rural Development,/programs-services/all-programs,476,1.453781513,71.10002236,0.06092437,80.53269812,0.057268722,59.52143128,0.066115702,True
7,15,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,522,1.132183908,123.3682317,0.155172414,150.9983478,0.148788927,88.23074348,0.165919283,True
6,5,United States,Programs & Services | Rural Development,/programs-services,469,1.119402985,50.20170759,0.063965885,76.37629163,0.070652174,33.53724886,0.061371841,True
6,10,United States,Programs & Services | Rural Development,/programs-services,476,1.12605042,44.2568144,0.044117647,49.22468617,0.082278481,41.87747244,0.025396825,True
3,24,United States,Rural Energy for America Program Renewable Energy Systems & Energy Efficiency Improvement Guaranteed Loans & Grants | Rural Development,/programs-services/energy-programs/rural-energy-america-program-renewable-energy-systems-energy-efficiency-improvement-guaranteed-loans,547,1.073126143,199.4954815,0.297989031,222.5626511,0.299065421,119.0210882,0.301724138,True
12,22,United States,Active Lenders | Rural Development,/resources/lenders,581,3.445783133,261.8899826,0.239242685,307.3993001,0.215447154,231.8051997,0.248484848,True
11,14,United States,All Programs | Rural Development,/programs-services/all-programs,478,1.50209205,58.86858529,0.071129707,72.36562224,0.077253219,44.94567424,0.067510549,True
8,8,United States,Browse by State | Rural Development,/browse-state,466,1.203862661,53.37107769,0.040772532,51.01942267,0.056521739,56.35026175,0.025862069,True
10,28,United States,Programs & Services | Rural Development,/programs-services,486,1.125514403,50.30463478,0.08436214,72.71772668,0.073619632,39.50805355,0.090909091,True
1,3,United States,State Offices | Rural Development,/about-rd/offices/state-offices,476,1.237394958,65.67682795,0.050420168,76.31091334,0.063583815,57.47953588,0.044368601,True
4,7,United States,Value-Added Producer Grants | Rural Development,/programs-services/business-programs/value-added-producer-grants,605,1.110743802,150.5396664,0.33553719,163.7171104,0.347161572,89.89856964,0.3125,True
5,4,United States,All Programs | Rural Development,/programs-services/all-programs,476,1.407563025,47.39674439,0.081932773,74.64552927,0.113636364,37.60731768,0.072072072,True
2,8,United States,Browse by State | Rural Development,/browse-state,468,1.262820513,34.18168484,0.021367521,45.22399397,0.025806452,29.17268274,0.020134228,True
10,6,United States,Browse by State | Rural Development,/browse-state,463,1.149028078,63.51946136,0.032397408,61.68892622,0.034632035,69.5543534,0.027906977,True
10,16,United States,Handbooks | Rural Development,/resources/directives/handbooks,562,1.108540925,149.142395,0.361209964,148.8296195,0.365671642,165.9367779,0.272727273,True
3,6,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,517,1.085106383,122.397672,0.189555126,154.4374916,0.166051661,87.85676061,0.215767635,True
4,24,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,514,1.101167315,115.7583185,0.20233463,136.0284269,0.192592593,92.49800474,0.214285714,True
6,25,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,501,1.143712575,103.3076674,0.127744511,109.7826894,0.098113208,97.79191999,0.165938865,True
7,1,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,514,1.155642023,115.0233168,0.192607004,108.4775574,0.203636364,123.6038919,0.17826087,True
1,29,United States,Rural Business Development Grants | Rural Development,/programs-services/business-programs/rural-business-development-grants,555,1.099099099,151.6132817,0.230630631,173.6075933,0.255102041,97.24779814,0.16875,True
11,11,United States,All Programs | Rural Development,/programs-services/all-programs,483,1.530020704,66.61606059,0.111801242,70.76446546,0.127659574,64.07405088,0.103806228,True
9,30,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,496,1.185483871,121.9951595,0.110887097,130.7559425,0.118081181,112.9642821,0.104072398,True
1,20,United States,Programs & Services | Rural Development,/programs-services,477,1.13836478,47.602242,0.06918239,65.23166772,0.081967213,37.04301717,0.0625,True
5,15,United States,Programs & Services | Rural Development,/programs-services,472,1.161016949,36.78880852,0.061440678,57.34751147,0.068181818,24.70492564,0.056939502,True
2,7,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,528,1.111742424,118.9416332,0.179924242,143.9661854,0.161290323,91.24107228,0.198347107,True
11,17,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,508,1.149606299,135.4045378,0.145669291,131.2208159,0.153571429,142.8154488,0.140271493,True
8,11,United States,Programs & Services | Rural Development,/programs-services,467,1.164882227,51.13326831,0.027837259,52.1147061,0.025316456,50.92946177,0.026578073,True
6,6,United States,Browse by State | Rural Development,/browse-state,465,1.28172043,43.28795293,0.043010753,40.84514607,0.074235808,46.29271933,0.013043478,True
12,12,United States,Browse by State | Rural Development,/browse-state,462,1.212121212,45.00685165,0.203463203,36.37705986,0.308243728,58.07562515,0.04519774,True
2,17,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,507,1.134122288,132.6797239,0.163708087,110.233418,0.144927536,150.1568999,0.180555556,True
7,17,United States,Programs & Services | Rural Development,/programs-services,474,1.172995781,45.06694546,0.05907173,70.93081908,0.08045977,29.73175522,0.044520548,True
6,22,United States,State Offices | Rural Development,/about-rd/offices/state-offices,483,1.233954451,55.74104569,0.064182195,78.29915815,0.084745763,42.71407367,0.053872054,True
11,11,United States,USDA LINC Training & Resource Library | Rural Development,/resources/usda-linc-training-resource-library,600,1.056666667,122.9031706,0.376666667,126.527828,0.402714932,112.3217078,0.314102564,True
10,10,United States,Active Lenders | Rural Development,/resources/lenders,601,3.332778702,206.6582986,0.257903494,230.2906139,0.242553191,191.9594626,0.272222222,True
1,12,United States,Business Programs | Rural Development,/programs-services/business-programs,496,1.197580645,129.0261751,0.092741935,110.9506155,0.087878788,160.7958226,0.105590062,True
10,23,United States,Handbooks | Rural Development,/resources/directives/handbooks,561,1.1942959,172.9911732,0.349376114,169.4297027,0.354243542,282.9941246,0.277777778,True
10,30,United States,Handbooks | Rural Development,/resources/directives/handbooks,537,1.121042831,165.2291247,0.348230912,164.9374231,0.349809886,179.1777619,0.272727273,True
1,31,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,507,1.138067061,107.119301,0.151873767,113.0471049,0.158844765,91.5423389,0.13963964,True
5,18,United States,State Offices | Rural Development,/about-rd/offices/state-offices,476,1.195378151,49.42439415,0.06092437,69.99391008,0.082802548,39.67226461,0.048859935,True
11,16,United States,State Offices | Rural Development,/about-rd/offices/state-offices,482,1.195020747,42.66896598,0.062240664,48.83274551,0.088757396,40.25546836,0.049833887,True
4,1,United States,Business Programs | Rural Development,/programs-services/business-programs,520,1.180769231,149.4932796,0.167307692,135.1278544,0.14,170.4618343,0.207373272,True
1,21,United States,Energy Programs | Rural Development,/programs-services/energy-programs,500,1.112,60.2940081,0.088,61.37014579,0.08681672,59.07084764,0.092896175,True
10,28,United States,Handbooks | Rural Development,/resources/directives/handbooks,548,1.166058394,186.0497884,0.337591241,188.6452719,0.34469697,117.5290228,0.2,True
3,24,United States,Value-Added Producer Grants | Rural Development,/programs-services/business-programs/value-added-producer-grants,581,1.153184165,194.3696878,0.308089501,221.8595355,0.304740406,107.4604287,0.328358209,True
10,14,United States,All Programs | Rural Development,/programs-services/all-programs,473,1.4397463,70.77389879,0.086680761,77.62440732,0.085714286,66.09043668,0.084942085,True
2,27,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,509,1.161100196,117.2033676,0.174852652,130.2288995,0.164383562,100.9675907,0.185714286,True
5,15,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,500,1.162,116.7941561,0.158,117.1323312,0.139534884,120.3427588,0.184549356,True
1,15,United States,Programs & Services | Rural Development,/programs-services,473,1.131078224,38.11514444,0.067653277,59.2014945,0.132596685,25.18745449,0.028070175,True
5,2,United States,Programs & Services | Rural Development,/programs-services,466,1.150214592,42.51825772,0.072961373,71.46421209,0.108843537,28.01216131,0.055921053,True
3,18,United States,Value-Added Producer Grants | Rural Development,/programs-services/business-programs/value-added-producer-grants,563,1.14920071,181.6688786,0.335701599,224.1060396,0.280802292,114.0595774,0.426540284,True
10,5,United States,Active Lenders | Rural Development,/resources/lenders,551,3.564428312,217.7726666,0.199637024,298.0320338,0.175438596,180.6115321,0.215425532,True
10,24,United States,Active Lenders | Rural Development,/resources/lenders,564,3.439716312,228.2225354,0.193262411,287.3307341,0.212962963,191.7980434,0.182352941,True
1,12,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,501,1.125748503,122.1578178,0.137724551,142.758714,0.115789474,97.73837202,0.163461538,True
1,25,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,500,1.138,97.47522177,0.16,111.8582373,0.151315789,87.92611919,0.164670659,True
4,14,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,507,1.106508876,577.8304584,0.16765286,1033.223181,0.149425287,95.37506882,0.18487395,True
11,5,United States,All Programs | Rural Development,/programs-services/all-programs,471,1.416135881,96.71905468,0.091295117,121.376111,0.094420601,68.1588582,0.091703057,True
1,5,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,498,1.118473896,116.8314261,0.120481928,126.3537279,0.105633803,103.2468135,0.14354067,True
8,20,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,494,1.147773279,102.6418053,0.147773279,117.6636995,0.120622568,87.28688909,0.179372197,True
9,25,United States,Programs & Services | Rural Development,/programs-services,459,1.14379085,51.26213603,0.041394336,83.15108762,0.041420118,32.98306955,0.042105263,True
2,14,United States,USDA LINC Training & Resource Library | Rural Development,/resources/usda-linc-training-resource-library,536,1.106343284,108.8108276,0.246268657,118.4921725,0.269585253,70.41439164,0.157894737,True
10,15,United States,USDA LINC Training & Resource Library | Rural Development,/resources/usda-linc-training-resource-library,587,1.05451448,142.970064,0.357751278,147.4154742,0.394628099,123.6153749,0.198019802,True
9,26,United States,Browse by State | Rural Development,/browse-state,453,1.158940397,42.74180977,0.055187638,46.93709213,0.068965517,38.83231847,0.042056075,True
4,29,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,509,1.127701375,120.0245686,0.202357564,130.5889118,0.186813187,109.4607296,0.219827586,True
7,23,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,496,1.102822581,101.981368,0.143145161,103.7949274,0.136170213,99.20215443,0.152610442,True
1,27,United States,Rural Energy for America Program Renewable Energy Systems & Energy Efficiency Improvement Guaranteed Loans & Grants | Rural Development,/programs-services/energy-programs/rural-energy-america-program-renewable-energy-systems-energy-efficiency-improvement-guaranteed-loans,552,1.070652174,157.1569068,0.313405797,170.1110917,0.315436242,101.1495882,0.323529412,True
5,24,United States,Active Lenders | Rural Development,/resources/lenders,569,3.731107206,376.7446804,0.226713533,786.6693944,0.216216216,179.0723228,0.235449735,True
1,25,United States,Browse by State | Rural Development,/browse-state,450,1.211111111,30.12602858,0.033333333,25.0114105,0.023952096,33.40909796,0.034090909,True
1,14,United States,Business Programs | Rural Development,/programs-services/business-programs,496,1.147177419,99.85752617,0.110887097,89.52610937,0.141618497,123.2992117,0.040540541,True
6,23,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,498,1.212851406,186.2953418,0.13253012,143.8639404,0.088652482,247.9372009,0.196172249,True
7,2,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,489,1.143149284,133.016224,0.147239264,162.0344704,0.18442623,106.1349894,0.105042017,True
2,12,United States,Rural Energy for America Program Renewable Energy Systems & Energy Efficiency Improvement Guaranteed Loans & Grants | Rural Development,/programs-services/energy-programs/rural-energy-america-program-renewable-energy-systems-energy-efficiency-improvement-guaranteed-loans,542,1.022140221,158.5399024,0.304428044,151.7339063,0.301507538,160.933295,0.323741007,True
3,5,United States,Rural Energy for America Program Renewable Energy Systems & Energy Efficiency Improvement Guaranteed Loans & Grants | Rural Development,/programs-services/energy-programs/rural-energy-america-program-renewable-energy-systems-energy-efficiency-improvement-guaranteed-loans,550,1.096363636,166.2313619,0.314545455,182.0907595,0.3150358,108.2177286,0.322580645,True
3,31,United States,Rural Energy for America Program Renewable Energy Systems & Energy Efficiency Improvement Guaranteed Loans & Grants | Rural Development,/programs-services/energy-programs/rural-energy-america-program-renewable-energy-systems-energy-efficiency-improvement-guaranteed-loans,572,1.06993007,177.358498,0.281468531,189.5878947,0.287015945,129.3951152,0.283464567,True
8,3,United States,State Offices | Rural Development,/about-rd/offices/state-offices,464,1.189655172,49.1002365,0.038793103,66.15028927,0.053691275,34.05652069,0.033112583,True
5,29,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,496,1.211693548,103.604385,0.155241935,109.5266336,0.162162162,97.16803665,0.150862069,True
8,4,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,494,1.12145749,96.94139265,0.155870445,104.3996227,0.171206226,89.19520653,0.142241379,True
8,11,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,508,1.147637795,107.5228264,0.171259843,115.9803997,0.166666667,94.04896496,0.182222222,True
12,26,United States,State Offices | Rural Development,/about-rd/offices/state-offices,464,1.221982759,64.07283111,0.05387931,74.09285879,0.06557377,57.98317543,0.046931408,True
10,9,United States,All Programs | Rural Development,/programs-services/all-programs,466,1.4527897,92.6684805,0.098712446,119.7800317,0.137614679,70.75166996,0.066666667,True
6,3,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,493,1.206896552,115.4402793,0.160243408,124.1772426,0.148550725,106.6377979,0.172248804,True
7,31,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,488,1.133196721,99.53763749,0.131147541,104.7643522,0.149812734,93.09309475,0.110091743,True
9,29,United States,Multifamily Housing Programs | Rural Development,/programs-services/multi-family-housing-programs,488,1.12295082,114.8511716,0.159836066,124.4383547,0.163701068,102.7498852,0.158415842,True
